arch,subset,lkey,layer,probe_type,n_runs,balanced_accuracy_mean,selectivity_mean,control_balanced_accuracy_mean,raw_accuracy_mean,majority_baseline_mean,balanced_accuracy_std,selectivity_std,control_balanced_accuracy_std,raw_accuracy_std,majority_baseline_std,layer_index
feature_geometric,stemfinal_same,1,enc1,mlp,12,0.6122489596066222,0.10579364599854008,0.506455313608082,0.9154752717947904,0.9664402502608033,0.11470826998278219,0.11656167609391331,0.01631845408380064,0.02885399090404669,0.006704415254260537,
feature_geometric,stemfinal_same,2,enc2,mlp,12,0.6470513443183623,0.1438050368735299,0.5032463074448325,0.9128924691022947,0.9664402502608033,0.11360794391367496,0.13234999384078547,0.02855374252650484,0.025888633681891357,0.006704415254260537,
feature_geometric,stemfinal_same,3,enc3,mlp,12,0.667500091892744,0.16939808326380992,0.4981020086289339,0.9253456951590505,0.9664402502608033,0.09051885093631266,0.08646405911998216,0.028965081889751724,0.018768127394941474,0.006704415254260537,
feature_geometric,stemfinal_same,100,dec0,mlp,12,0.6317535922662111,0.13188444718294196,0.49986914508326913,0.9203189787229689,0.9664402502608033,0.13296362855833857,0.1448163712967067,0.019105916263437602,0.04215643689226623,0.006704415254260537,
feature_geometric,stemfinal_same,101,dec1,mlp,12,0.692651605217644,0.18551740445868617,0.5071342007589578,0.9421182096043254,0.9664402502608033,0.11709665790738365,0.1198548699856798,0.012588417476080107,0.03223408347403855,0.006704415254260537,
feature_geometric,stemfinal_same,102,dec2,mlp,12,0.6708661010536304,0.19165934744028515,0.47920675361334514,0.9362904477927677,0.9664402502608033,0.1389141143137871,0.13625649897006303,0.014976803121565869,0.034236401998401354,0.006704415254260537,
feature_geometric,stemfinal_same,103,dec3,mlp,12,0.6153969821614275,0.1225986794696058,0.4927983026918216,0.9062372908354037,0.9664402502608033,0.15405456155144168,0.1335600753782611,0.030570073910065918,0.049824625343398085,0.006704415254260537,
feature_invariant,all,0,enc0,linear,12,0.6843131121824304,0.19601774334737634,0.488295368835054,0.8572770285270286,0.8939393939393939,0.10628746740591387,0.12245890051414944,0.022814435626925405,0.06218594608729678,0.0,
feature_invariant,all,1,enc1,linear,12,0.6872451790633609,0.18263075724297884,0.504614421820382,0.8535687923187923,0.8939393939393939,0.11179420749195601,0.11693298157510769,0.011119414486349179,0.06485805679581035,0.0,
feature_invariant,all,2,enc2,linear,12,0.7047097872666055,0.20277541459650728,0.5019343726700981,0.8648544511044512,0.8939393939393939,0.10210162172860872,0.09945313436760587,0.016369826534727773,0.060791761086844434,0.0,
