layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.478196542204949,0.46640035279743186,0.011796189407517144,5
encoder,0,same->differ,0.6408469159475871,0.5319200352231401,0.108926880724447,5
encoder,1,differ->same,0.461906012915996,0.4532115587744032,0.008694454141592756,5
encoder,1,same->differ,0.6565345690849047,0.5531000764721722,0.10343449261273252,5
encoder,2,differ->same,0.43568259342968896,0.516620544755586,-0.0809379513258971,5
encoder,2,same->differ,0.6398625759028443,0.48572474685670297,0.15413782904614137,5
encoder,3,differ->same,0.43563171897283637,0.4852010976079908,-0.049569378635154426,5
encoder,3,same->differ,0.6900340896985193,0.5182315483375716,0.17180254136094775,5
decoder,0,differ->same,0.4612579890967421,0.5528498298311273,-0.0915918407343852,5
decoder,0,same->differ,0.7874219665494833,0.6800265062858386,0.10739546026364466,5
decoder,1,differ->same,0.4938539208082089,0.5570370317776516,-0.06318311096944274,5
decoder,1,same->differ,0.7667700010653031,0.7754670314484166,-0.008697030383113424,5
decoder,2,differ->same,0.4933611613832293,0.4714914696470167,0.02186969173621256,5
decoder,2,same->differ,0.7131969745392563,0.46455035977868253,0.24864661476057381,5
decoder,3,differ->same,0.5338569510354203,0.48716003504745703,0.04669691598796327,5
decoder,3,same->differ,0.7352072014488122,0.5305654877426271,0.2046417137061851,5
