layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6834898801710056,0.45424063271453624,0.2292492474564694,5
encoder,0,same->differ,0.7501587301587301,0.6330718030882447,0.1170869270704854,5
encoder,1,differ->same,0.6831994803514694,0.4736901677146386,0.20950931263683076,5
encoder,1,same->differ,0.8133333333333334,0.5362279633627441,0.2771053699705892,5
encoder,2,differ->same,0.6909168861312004,0.43908600913823503,0.25183087699296536,5
encoder,2,same->differ,0.8201587301587301,0.7339651918905812,0.0861935382681489,5
encoder,3,differ->same,0.7289463528119997,0.5385747871802633,0.1903715656317364,5
encoder,3,same->differ,0.795079365079365,0.5632856507405315,0.23179371433883356,5
decoder,0,differ->same,0.6916698601134421,0.5461000427951024,0.14556981731833973,5
decoder,0,same->differ,0.8150742447516641,0.43297814962018427,0.38209609513147985,5
decoder,1,differ->same,0.7182042773162001,0.49906040204379826,0.2191438752724018,5
decoder,1,same->differ,0.865268817204301,0.4788088034995572,0.38646001370474387,5
decoder,2,differ->same,0.7499186010800645,0.4858639423200439,0.2640546587600206,5
decoder,2,same->differ,0.8570199692780338,0.47637100311500946,0.38064896616302435,5
decoder,3,differ->same,0.7011387695309845,0.5096973652816457,0.19144140424933886,5
decoder,3,same->differ,0.7538095238095238,0.5814889285147222,0.1723205952948016,5
