layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.644474385839034,0.43995630519230083,0.2045180806467332,5
encoder,0,same->differ,0.7817460317460317,0.6614189813496056,0.1203270503964261,5
encoder,1,differ->same,0.6473198148616218,0.4499624517807706,0.19735736308085122,5
encoder,1,same->differ,0.7822222222222222,0.47459966846560897,0.3076225537566132,5
encoder,2,differ->same,0.7130194786664167,0.46699967222499683,0.24601980644141985,5
encoder,2,same->differ,0.7747619047619048,0.7417925144183221,0.032969390343582705,5
encoder,3,differ->same,0.698412653115581,0.5192769055178542,0.17913574759772677,5
encoder,3,same->differ,0.7587301587301587,0.5797034048316052,0.1790267538985535,5
decoder,0,differ->same,0.701866331830375,0.5377239158498358,0.16414241598053914,5
decoder,0,same->differ,0.666984126984127,0.4169317289998366,0.2500523979842904,5
decoder,1,differ->same,0.7595202763486537,0.4774229718569341,0.2820973044917196,5
decoder,1,same->differ,0.803768561187916,0.4700934546525091,0.33367510653540683,5
decoder,2,differ->same,0.7568561263898288,0.4372062436606971,0.3196498827291317,5
decoder,2,same->differ,0.8450793650793651,0.5391058005817257,0.30597356449763935,5
decoder,3,differ->same,0.6915512269630185,0.49072176615812585,0.20082946080489267,5
decoder,3,same->differ,0.7796825396825398,0.5515364420646712,0.22814609761786853,5
