layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.46845422271892,0.4858512164351837,-0.017396993716263687,5
encoder,0,same->differ,0.5773878768509642,0.5122068947226958,0.0651809821282684,5
encoder,1,differ->same,0.4588187951927808,0.45532284915093124,0.0034959460418495514,5
encoder,1,same->differ,0.5861904761904762,0.5296658612688118,0.056524614921664385,5
encoder,2,differ->same,0.4445522630793225,0.5000557198724033,-0.055503456793080774,5
encoder,2,same->differ,0.6163406839245765,0.48172237765632914,0.1346183062682474,5
encoder,3,differ->same,0.4634632438999302,0.4829059342778092,-0.01944269037787899,5
encoder,3,same->differ,0.7126685842122084,0.5435499078386059,0.16911867637360245,5
decoder,0,differ->same,0.49363652285597526,0.5299620037420618,-0.03632548088608656,5
decoder,0,same->differ,0.6776051986790241,0.643510472071256,0.03409472660776813,5
decoder,1,differ->same,0.5758300459538127,0.5499348063749526,0.025895239578860085,5
decoder,1,same->differ,0.8019835943325877,0.7523978751103111,0.049585719222276614,5
decoder,2,differ->same,0.5339135245434503,0.46040446815572716,0.07350905638772315,5
decoder,2,same->differ,0.755293490998189,0.45465019101458115,0.30064329998360784,5
decoder,3,differ->same,0.6254023391130052,0.4834466313776212,0.14195570773538402,5
decoder,3,same->differ,0.7372579098753596,0.633240323656618,0.10401758621874158,5
