layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4186775228226005,0.5346239324413283,-0.11594640961872782,5
encoder,0,same->differ,0.4906622879036672,0.5474810058315802,-0.05681871792791299,5
encoder,1,differ->same,0.41214105410996604,0.5256998181799729,-0.11355876407000687,5
encoder,1,same->differ,0.487878645711158,0.4886513918240977,-0.000772746112939704,5
encoder,2,differ->same,0.4334031349575391,0.4425550992110959,-0.009151964253556799,5
encoder,2,same->differ,0.5010337008366565,0.6325552252652825,-0.13152152442862597,5
encoder,3,differ->same,0.5246526262070303,0.4953925704998314,0.029260055707198973,5
encoder,3,same->differ,0.5279818594104309,0.6762950909598124,-0.14831323154938159,5
decoder,0,differ->same,0.529208711073996,0.48411423322461644,0.04509447784937959,5
decoder,0,same->differ,0.554750175932442,0.6575585176238137,-0.10280834169137165,5
decoder,1,differ->same,0.5513571249322544,0.49539186479751834,0.05596526013473607,5
decoder,1,same->differ,0.5838345453123778,0.6336961807361329,-0.0498616354237551,5
decoder,2,differ->same,0.614445562113956,0.4955162630365494,0.11892929907740657,5
decoder,2,same->differ,0.5950692000938307,0.566358598687785,0.028710601406045644,5
decoder,3,differ->same,0.46861309866491213,0.45190040692420136,0.016712691740710772,5
decoder,3,same->differ,0.5073547579951521,0.6687233577469942,-0.16136859975184215,5
