layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.46434270479748907,0.46759840093708127,-0.0032556961395922013,5
encoder,0,same->differ,0.701414722488548,0.5319221236388276,0.16949259884972034,5
encoder,1,differ->same,0.502825061369051,0.4580946532499109,0.04473040811914014,5
encoder,1,same->differ,0.7069223394055608,0.5153150534628397,0.19160728594272114,5
encoder,2,differ->same,0.4780512859005474,0.4959130130708278,-0.017861727170280395,5
encoder,2,same->differ,0.6773303504847129,0.5024844945913607,0.17484585589335222,5
encoder,3,differ->same,0.48817780483668743,0.4678022547784659,0.02037555005822156,5
encoder,3,same->differ,0.6655726004048153,0.5235937427223103,0.14197885768250496,5
decoder,0,differ->same,0.4886309489059212,0.5539255478605709,-0.06529459895464973,5
decoder,0,same->differ,0.7531746031746032,0.673730061527556,0.07944454164704717,5
decoder,1,differ->same,0.5978988571317371,0.5563900217033395,0.04150883542839756,5
decoder,1,same->differ,0.8247619047619048,0.7649815103904953,0.05978039437140947,5
decoder,2,differ->same,0.5452560263991171,0.47813482071315394,0.06712120568596314,5
decoder,2,same->differ,0.7979365079365079,0.447745425822589,0.3501910821139189,5
decoder,3,differ->same,0.45238692943462633,0.470076487802506,-0.017689558367879665,5
decoder,3,same->differ,0.7105699371471184,0.5969733976725097,0.11359653947460868,5
