layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4137486002770977,0.5416464839132917,-0.12789788363619403,5
encoder,0,same->differ,0.5654343576511064,0.5442372595736369,0.0211970980774695,5
encoder,1,differ->same,0.4231680236861584,0.5374450912337579,-0.11427706754759953,5
encoder,1,same->differ,0.5354335757291422,0.4713867376279378,0.06404683810120437,5
encoder,2,differ->same,0.41789346711626507,0.46164977569061616,-0.04375630857435109,5
encoder,2,same->differ,0.5469278286027055,0.6278126312868404,-0.0808848026841349,5
encoder,3,differ->same,0.41746622212943457,0.47928981757860933,-0.06182359544917476,5
encoder,3,same->differ,0.5224646180311205,0.6547186741835961,-0.13225405615247554,5
decoder,0,differ->same,0.5500677982543267,0.49336048211512173,0.05670731613920499,5
decoder,0,same->differ,0.5941136914535929,0.6392939239035164,-0.04518023244992342,5
decoder,1,differ->same,0.6234940457738385,0.4974856994205772,0.1260083463532613,5
decoder,1,same->differ,0.5903964344358433,0.6905945624999709,-0.10019812806412753,5
decoder,2,differ->same,0.5589330262905392,0.4645983451411621,0.0943346811493771,5
decoder,2,same->differ,0.6805442176870748,0.5352392436088962,0.14530497407817866,5
decoder,3,differ->same,0.48585367808165736,0.4655100153575985,0.020343662724058853,5
decoder,3,same->differ,0.5332223004144186,0.6975913525848839,-0.16436905217046527,5
