layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.3994932528611285,0.5455317825406096,-0.1460385296794811,5
encoder,0,same->differ,0.5247556493861912,0.5378304350045806,-0.013074785618389373,5
encoder,1,differ->same,0.408221829983488,0.5431404253176191,-0.1349185953341311,5
encoder,1,same->differ,0.518002971303464,0.47116195537368544,0.04684101592977852,5
encoder,2,differ->same,0.4354704017916453,0.4386089283058321,-0.003138526514186779,5
encoder,2,same->differ,0.5271045429666119,0.6016503517607438,-0.07454580879413186,5
encoder,3,differ->same,0.42179666428371093,0.49560539244333873,-0.0738087281596278,5
encoder,3,same->differ,0.5632950191570881,0.6040104129795687,-0.04071539382248057,5
decoder,0,differ->same,0.4406433137003085,0.49161639745263946,-0.05097308375233095,5
decoder,0,same->differ,0.48727343811087653,0.5857120031329393,-0.09843856502206272,5
decoder,1,differ->same,0.4519260819778954,0.49155569390649706,-0.03962961192860165,5
decoder,1,same->differ,0.5709656736257721,0.6728191023574099,-0.10185342873163783,5
decoder,2,differ->same,0.497969004704756,0.516463920221652,-0.01849491551689597,5
decoder,2,same->differ,0.4797247634686059,0.6974020227132677,-0.2176772592446618,5
decoder,3,differ->same,0.49607002094048724,0.4592234208724938,0.03684660006799345,5
decoder,3,same->differ,0.47256079443271565,0.7401714280169781,-0.26761063358426246,5
