layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.7424322105989819,0.474314211068595,0.2681179995303869,5
encoder,0,same->differ,0.8165079365079365,0.6881535079056289,0.1283544286023076,5
encoder,1,differ->same,0.6990611266480224,0.48026602413623576,0.2187951025117867,5
encoder,1,same->differ,0.8092063492063493,0.44373995174674635,0.3654663974596029,5
encoder,2,differ->same,0.7055487156908309,0.4666740116443573,0.2388747040464736,5
encoder,2,same->differ,0.8252380952380952,0.7642619848836617,0.06097611035443351,5
encoder,3,differ->same,0.6810388078523459,0.4913820355963085,0.18965677225603744,5
encoder,3,same->differ,0.823968253968254,0.5746694672885685,0.24929878667968552,5
decoder,0,differ->same,0.6857074911466784,0.5262922814481715,0.15941520969850687,5
decoder,0,same->differ,0.7787301587301587,0.42707277962665746,0.35165737910350126,5
decoder,1,differ->same,0.6985997755074862,0.4868846148819734,0.21171516062551282,5
decoder,1,same->differ,0.681505376344086,0.5248841505875232,0.1566212257565628,5
decoder,2,differ->same,0.7060827687047652,0.49993374338335256,0.2061490253214126,5
decoder,2,same->differ,0.7344444444444445,0.5083978832344325,0.226046561210012,5
decoder,3,differ->same,0.6961217967011015,0.5065850813947425,0.18953671530635907,5
decoder,3,same->differ,0.6907526881720429,0.629120327230117,0.06163236094192592,5
