layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.4531308641151598,0.47505830272988175,-0.02192743861472196,5
encoder,0,same->differ,0.6349600511345478,0.5145001539044827,0.12045989723006512,5
encoder,1,differ->same,0.4707715125281825,0.45148156947479556,0.019289943053386938,5
encoder,1,same->differ,0.713008415894322,0.47685684649641813,0.23615156939790383,5
encoder,2,differ->same,0.4812741688420362,0.522492747436101,-0.04121857859406475,5
encoder,2,same->differ,0.7085906040268456,0.4599005206649817,0.24869008336186388,5
encoder,3,differ->same,0.46400840679549304,0.46949436632259556,-0.005485959527102513,5
encoder,3,same->differ,0.6728986896772131,0.5239711563355366,0.14892753334167652,5
decoder,0,differ->same,0.42579654665298894,0.5311490029719579,-0.10535245631896895,5
decoder,0,same->differ,0.6291424310216256,0.607550012919545,0.02159241810208057,5
decoder,1,differ->same,0.44412956028345135,0.5615417263592415,-0.11741216607579014,5
decoder,1,same->differ,0.6566315116650687,0.7466215631420073,-0.08999005147693862,5
decoder,2,differ->same,0.4758108637815568,0.4886561142540642,-0.012845250472507397,5
decoder,2,same->differ,0.6938457441142005,0.47889269251007927,0.21495305160412126,5
decoder,3,differ->same,0.49364347291838684,0.48665182627258685,0.006991646645799987,5
decoder,3,same->differ,0.7088793011611804,0.6080703189401919,0.10080898222098844,5
