layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6965078640325487,0.40723050336331984,0.2892773606692289,5
encoder,0,same->differ,0.8098412698412698,0.6720142884487357,0.13782698139253413,5
encoder,1,differ->same,0.7130788631873045,0.48469533660021685,0.22838352658708766,5
encoder,1,same->differ,0.7826984126984127,0.46117795571158,0.3215204569868327,5
encoder,2,differ->same,0.7173906957909013,0.44996250774479396,0.26742818804610735,5
encoder,2,same->differ,0.8046031746031745,0.7579725973642721,0.046630577238902404,5
encoder,3,differ->same,0.7029272356165799,0.47749872134144805,0.22542851427513183,5
encoder,3,same->differ,0.8052380952380953,0.5664922482499732,0.23874584698812207,5
decoder,0,differ->same,0.7282266722110338,0.5388646797067763,0.18936199250425745,5
decoder,0,same->differ,0.7512647209421404,0.429598540801721,0.32166618014041937,5
decoder,1,differ->same,0.6753025620955533,0.5044411210033851,0.17086144109216816,5
decoder,1,same->differ,0.746031746031746,0.4764707527981729,0.26956099323357313,5
decoder,2,differ->same,0.6740443440660324,0.5048737053713032,0.16917063869472926,5
decoder,2,same->differ,0.7833333333333333,0.6053630799149806,0.1779702534183527,5
decoder,3,differ->same,0.6611129229958064,0.5078317169406649,0.1532812060551415,5
decoder,3,same->differ,0.7849206349206349,0.6244072214683657,0.16051341345226922,5
