layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.37051756533621816,0.5305828104477409,-0.16006524511152276,5
encoder,0,same->differ,0.5209555086402378,0.5461238424999573,-0.025168333859719505,5
encoder,1,differ->same,0.3709692725236767,0.530241007939241,-0.15927173541556433,5
encoder,1,same->differ,0.5015325670498084,0.48189203836626654,0.01964052868354188,5
encoder,2,differ->same,0.3867125965571562,0.4569129839857939,-0.07020038742863771,5
encoder,2,same->differ,0.527179607475174,0.6343979310897375,-0.10721832361456352,5
encoder,3,differ->same,0.38505823479916745,0.4982441976579525,-0.11318596285878507,5
encoder,3,same->differ,0.526044256783173,0.6376138377850713,-0.11156958100189829,5
decoder,0,differ->same,0.3958121134286937,0.4926425526815891,-0.09683043925289536,5
decoder,0,same->differ,0.4927265618891235,0.5730836509898929,-0.08035708910076939,5
decoder,1,differ->same,0.44613887360001353,0.48667510058690255,-0.040536226986889023,5
decoder,1,same->differ,0.5585925404644616,0.6519335057108456,-0.09334096524638402,5
decoder,2,differ->same,0.4231131946157853,0.5067886289890051,-0.08367543437321984,5
decoder,2,same->differ,0.5127171788255532,0.5737806709196616,-0.06106349209410833,5
decoder,3,differ->same,0.42631942994637295,0.4666067926500158,-0.04028736270364286,5
decoder,3,same->differ,0.5080272108843538,0.6716466823419825,-0.16361947145762878,5
