layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.7108941379188511,0.43436001157968446,0.2765341263391667,5
encoder,0,same->differ,0.7928571428571429,0.6636538323283506,0.1292033105287923,5
encoder,1,differ->same,0.7003281776154329,0.44614043729262026,0.2541877403228126,5
encoder,1,same->differ,0.7793650793650794,0.4714244797001005,0.3079405996649789,5
encoder,2,differ->same,0.6872138467852182,0.4527242047246287,0.23448964206058953,5
encoder,2,same->differ,0.7803174603174603,0.7302369539468611,0.05008050637059924,5
encoder,3,differ->same,0.7211335513030622,0.4833182125963658,0.2378153387066964,5
encoder,3,same->differ,0.8020634920634921,0.5607958690701585,0.2412676229933336,5
decoder,0,differ->same,0.6984462182795611,0.5371732142410997,0.16127300403846145,5
decoder,0,same->differ,0.7403174603174603,0.4216841899091109,0.3186332704083494,5
decoder,1,differ->same,0.6411521140617653,0.4941681456070135,0.1469839684547518,5
decoder,1,same->differ,0.6995238095238095,0.47279157722005516,0.2267322323037544,5
decoder,2,differ->same,0.6352648930127385,0.502681163299095,0.13258372971364352,5
decoder,2,same->differ,0.687936507936508,0.5159437325236516,0.1719927754128564,5
decoder,3,differ->same,0.6415297561293795,0.5140519596217787,0.12747779650760072,5
decoder,3,same->differ,0.6742857142857143,0.6415494443344951,0.032736269951219144,5
