layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.3684981684981685,0.538740485352412,-0.17024231685424351,5
encoder,0,same->differ,0.4774869028070998,0.5435614280212981,-0.06607452521419832,5
encoder,1,differ->same,0.36106229215037505,0.5324472380845238,-0.1713849459341487,5
encoder,1,same->differ,0.507766048948315,0.482061560586569,0.025704488361745992,5
encoder,2,differ->same,0.41922222854865343,0.4582434493539969,-0.03902122080534348,5
encoder,2,same->differ,0.47550394870591917,0.6128045521653108,-0.13730060345939166,5
encoder,3,differ->same,0.42636983051490823,0.504169505036464,-0.07779967452155573,5
encoder,3,same->differ,0.4781421534130894,0.6233425315917168,-0.1452003781786274,5
decoder,0,differ->same,0.39930388168730135,0.47981419025010486,-0.0805103085628035,5
decoder,0,same->differ,0.4639080459770115,0.5898914511649908,-0.12598340518797924,5
decoder,1,differ->same,0.49072587362742803,0.4879728731211664,0.002753000506261649,5
decoder,1,same->differ,0.49822660098522165,0.6689753648858309,-0.17074876390060922,5
decoder,2,differ->same,0.4576683726942794,0.5069912375911507,-0.04932286489687132,5
decoder,2,same->differ,0.4306091172101025,0.6080217701010874,-0.1774126528909849,5
decoder,3,differ->same,0.4818034968294036,0.453750039719848,0.02805345710955559,5
decoder,3,same->differ,0.5097020877316444,0.6776188130098427,-0.16791672527819834,5
