layer_type,layer_index,direction,balanced_accuracy,control_balanced_accuracy,selectivity,n_controls
encoder,0,differ->same,0.6990690083464468,0.4230510993614714,0.2760179089849754,5
encoder,0,same->differ,0.8088888888888889,0.6801713078250606,0.12871758106382825,5
encoder,1,differ->same,0.7068271815318217,0.45814140269917586,0.2486857788326458,5
encoder,1,same->differ,0.8080952380952381,0.4711791653481841,0.336916072747054,5
encoder,2,differ->same,0.6938832584571983,0.43928289164424567,0.25460036681295267,5
encoder,2,same->differ,0.8025396825396826,0.7485470120033499,0.05399267053633261,5
encoder,3,differ->same,0.6925778861284826,0.5074934012663834,0.18508448486209916,5
encoder,3,same->differ,0.7976190476190477,0.5877831212694293,0.20983592634961834,5
decoder,0,differ->same,0.74256062792676,0.545168088162837,0.19739253976392301,5
decoder,0,same->differ,0.7377777777777778,0.4182578867623459,0.3195198910154319,5
decoder,1,differ->same,0.7169336931736339,0.5014387521213935,0.21549494105224032,5
decoder,1,same->differ,0.6988888888888889,0.4983548477249341,0.2005340411639548,5
decoder,2,differ->same,0.6874838629019326,0.49507179048674427,0.19241207241518837,5
decoder,2,same->differ,0.7352380952380952,0.5637882885235344,0.1714498067145609,5
decoder,3,differ->same,0.6314080246561269,0.5015194890923663,0.12988853556376057,5
decoder,3,same->differ,0.6998412698412698,0.6495577585200074,0.05028351132126241,5
